index,value,time_ns,operations
2461,23638,1500,52
2462,46477,600,46
2463,3205,900,46
2464,59172,800,48
2465,63528,900,48
2466,52568,700,48
2467,53490,900,52
2468,40498,900,53
2469,9808,700,42
2470,29984,1100,56
2471,79732,900,50
2472,56250,800,46
2473,69174,800,46
2474,31523,900,52
2475,85470,1000,53
2476,6451,900,49
2477,39476,900,56
2478,81581,1000,56
2479,97013,1100,57
2480,71401,1000,53
2481,45282,900,49
2482,99022,900,46
2483,62096,800,49
2484,72397,800,50
2485,82946,700,46
2486,5095,900,53
2487,46671,800,46
2488,47308,800,50
2489,88938,800,50
2490,92133,1000,57
2491,76596,800,42
2492,40956,700,46
2493,56266,500,34
2494,96516,700,50
2495,17794,800,52
2496,56371,700,46
2497,89017,800,50
2498,86484,900,53
2499,48144,700,46
2500,54322,900,53
2501,27841,1000,56
2502,91321,800,50
2503,14122,800,53
2504,12159,800,50
2505,29475,900,57
2506,98764,700,46
2507,8165,700,42
2508,89136,900,52
2509,9800,800,49
2510,30815,900,56
2511,17757,800,53
2512,57955,700,48
2513,94181,900,57
2514,54622,800,53
2515,86029,800,50
2516,50379,900,49
2517,69833,700,42
2518,47025,1000,53
2519,89289,800,49
2520,48964,700,46
2521,92999,1000,50
2522,22782,1100,56
2523,74235,800,53
2524,14824,700,46
2525,87515,900,52
2526,33739,800,46
2527,441,800,50
2528,23514,800,57
2529,60155,800,49
2530,63297,800,48
2531,79424,800,52
2532,55679,700,38
2533,6171,13300,38
2534,85420,2700,52
2535,59023,700,42
2536,38636,900,46
2537,40733,1000,53
2538,31,800,50
2539,82946,800,46
2540,10523,800,46
2541,70227,1000,52
2542,82484,1400,46
2543,89672,1000,57
2544,80279,700,46
2545,30354,900,53
2546,50481,900,48
2547,83588,800,50
2548,15063,900,56
2549,87925,800,46
2550,26086,1000,56
2551,32093,1000,57
2552,36040,1000,53
2553,78667,700,38
2554,55187,1000,50
2555,17410,1000,52
2556,11842,900,53
2557,70782,800,49
2558,27143,800,50
2559,46654,800,50
2560,92924,900,53
2561,96641,900,53
2562,58595,700,42
2563,84019,800,56
2564,70204,800,53
2565,61461,700,42
2566,44188,800,49
2567,9783,900,49
2568,16134,800,46
2569,94392,800,50
2570,45567,800,48
2571,2632,800,57
2572,99670,800,46
2573,99882,800,53
2574,22031,900,57
2575,20364,800,54
2576,33289,700,46
2577,12189,900,56
2578,79883,900,56
2579,90185,800,52
2580,49845,700,42
2581,86425,700,46
2582,81643,1300,50
2583,62974,900,53
2584,72954,800,50
2585,37706,900,50
2586,97256,900,57
2587,65372,900,48
2588,71120,700,42
2589,91687,800,50
2590,97819,700,56
2591,82949,800,53
2592,30207,1000,57
2593,72095,700,42
2594,88893,800,50
2595,83391,800,57
2596,30349,900,54
2597,77857,600,42
2598,59182,800,48
2599,98165,800,52
2600,98065,800,50
2601,45096,700,46
2602,81106,800,53
2603,21579,800,57
2604,76455,700,46
2605,48673,700,46
2606,61429,800,42
2607,97243,800,57
2608,77885,600,42
2609,88155,700,46
2610,61423,800,49
2611,8657,800,48
2612,13674,900,52
2613,36874,1000,52
2614,28099,800,54
2615,19839,800,54
2616,25406,700,52
2617,46392,800,46
2618,72225,700,46
2619,5662,800,52
2620,70005,800,48
2621,39945,800,48
2622,28780,800,56
2623,28162,1600,54
2624,59781,800,46
2625,69641,500,26
2626,35733,800,46
2627,4056,800,46
2628,48406,700,42
2629,24788,700,50
2630,69478,700,42
2631,5886,700,46
2632,29201,800,57
2633,93633,800,50
2634,73531,700,42
2635,43199,700,50
2636,39889,900,53
2637,27244,800,46
2638,77642,800,42
2639,83147,900,50
2640,73654,600,46
2641,33023,800,46
2642,98723,800,53
2643,13679,800,52
2644,48185,1000,53
2645,50428,800,49
2646,80019,900,50
2647,65461,700,42
2648,69082,800,52
2649,8618,800,48
2650,99491,800,52
2651,99931,800,52
2652,49781,800,46
2653,60089,800,48
2654,47389,900,50
2655,37128,1100,52
2656,91155,800,50
2657,59699,800,42
2658,78350,800,52
2659,43409,1200,56
2660,24028,800,46
2661,69249,600,46
2662,90311,700,53
2663,39687,600,52
2664,45546,700,46
2665,65592,600,38
2666,91517,1300,52
2667,44762,800,46
2668,83000,900,50
2669,99518,700,46
2670,10961,900,52
2671,50766,800,49
2672,14042,900,46
2673,28157,1100,61
2674,5162,1000,52
2675,5336,800,42
2676,26727,800,50
2677,91362,800,56
2678,58110,1000,46
2679,87221,800,50
2680,67088,900,42
2681,63730,800,46
2682,75920,900,48
2683,17831,900,48
2684,36948,900,50
2685,95819,1000,56
2686,76947,900,52
2687,15725,800,46
2688,49388,1000,53
2689,7218,800,46
2690,76748,1000,53
2691,57502,1000,53
2692,23042,800,50
2693,35102,700,42
2694,99157,800,46
2695,38690,800,46
2696,50335,900,52
2697,78495,800,46
2698,21086,1100,61
2699,68717,1000,50
2700,23265,700,50
2701,17772,700,48
2702,1519,800,50
2703,73817,1000,52
2704,7691,900,48
2705,71081,1900,48
2706,66280,900,53
2707,73790,800,52
2708,61942,900,46
2709,30513,900,56
2710,17897,800,46
2711,56657,1000,53
2712,63622,1200,57
2713,41190,800,46
2714,81229,1300,46
2715,10231,1000,49
2716,54743,900,50
2717,96850,700,46
2718,28177,800,42
2719,52868,800,46
2720,73590,700,46
2721,64632,900,53
2722,32531,1000,53
2723,59764,1100,57
2724,45484,900,48
2725,24156,900,50
2726,93397,800,42
2727,41412,600,42
2728,58933,1000,52
2729,24780,900,57
2730,78017,900,46
2731,51310,900,42
2732,12431,900,53
2733,64074,900,53
2734,40391,1000,53
2735,26208,1000,46
2736,93070,800,46
2737,94519,800,48
2738,32609,800,46
2739,76632,900,53
2740,53356,900,53
2741,74813,700,46
2742,75607,1100,52
2743,81214,800,42
2744,97310,1400,52
2745,96313,700,46
2746,63710,1000,56
2747,88734,1000,48
2748,15777,900,52
2749,99267,800,46
2750,41628,1000,48
2751,27648,900,50
2752,68659,800,50
2753,25083,900,57
2754,16487,800,42
2755,74374,900,53
2756,91967,1100,53
2757,18866,900,50
2758,3531,800,52
2759,37889,700,50
2760,50672,900,49
2761,39474,1000,57
2762,6122,800,46
2763,34064,600,46
2764,31078,1100,53
2765,63179,1000,53
2766,87805,700,38
2767,56183,700,53
2768,15622,1100,53
2769,67547,1200,46
2770,33817,900,53
2771,78264,900,50
2772,26220,700,50
2773,87705,700,42
2774,76877,800,42
2775,99440,700,46
2776,45244,900,46
2777,9183,800,46
2778,2856,900,53
2779,44528,800,48
2780,52087,800,50
2781,37553,800,53
2782,22807,900,54
2783,11414,800,50
2784,92360,700,49
2785,48782,900,46
2786,88396,700,42
2787,51528,1800,49
2788,73981,900,46
2789,44914,1000,53
2790,83642,1000,52
2791,63213,800,52
2792,38643,800,53
2793,54789,1000,50
2794,35901,900,46
2795,79848,1400,56
2796,91499,800,46
2797,87332,900,53
2798,75126,1000,52
2799,30097,1300,50
2800,7385,900,48
2801,71626,800,53
2802,25172,900,56
2803,69266,1000,56
2804,46843,1000,53
2805,20250,1000,54
2806,42543,1000,48
2807,68379,900,57
2808,3046,1000,57
2809,64652,800,50
2810,1389,900,52
2811,24482,700,50
2812,28187,900,54
2813,97426,1000,50
2814,57159,700,46
2815,14171,900,56
2816,97529,700,46
2817,15045,1100,56
2818,52774,700,46
2819,53711,700,52
2820,38892,700,53
2821,99057,900,48
2822,84455,900,50
2823,25244,1000,57
2824,48324,800,48
2825,70233,1000,53
2826,98238,800,42
2827,71817,800,50
2828,59904,900,57
2829,34409,800,46
2830,57590,900,46
2831,5892,900,50
2832,61833,800,46
2833,24150,900,57
2834,86134,900,46
2835,62266,800,46
2836,92699,900,48
2837,82164,800,52
2838,40895,1000,46
2839,57939,600,46
2840,48446,1000,52
2841,28212,1100,61
2842,37843,800,50
2843,42791,800,50
2844,7891,1200,46
2845,65751,800,42
2846,21552,900,54
2847,95105,900,53
2848,38538,700,50
2849,80180,1000,50
2850,6841,800,46
2851,3854,900,52
2852,51440,900,46
2853,38754,500,34
2854,40117,900,52
2855,75618,800,52
2856,81445,800,53
2857,24099,800,57
2858,98481,1000,48
2859,65992,900,53
2860,5196,1100,52
2861,59597,1000,50
2862,79744,1000,56
2863,7011,600,46
2864,92955,900,46
2865,78773,1000,53
2866,69507,900,50
2867,53317,2300,53
2868,49970,1100,53
2869,56250,900,50
2870,71620,900,50
2871,8523,700,42
2872,71721,600,50
2873,39436,1100,57
2874,97596,700,38
2875,55540,600,42
2876,69538,700,50
2877,21271,1000,56
2878,75605,800,46
2879,28125,1100,61
2880,87614,800,48
2881,11984,700,46
2882,38889,900,50
2883,55450,1000,53
2884,11947,700,38
2885,51514,800,46
2886,55817,600,46
2887,14930,900,50
2888,52219,800,52
2889,69781,1000,53
2890,60026,600,50
2891,59416,800,50
2892,83408,1000,52
2893,35141,800,48
2894,31897,900,50
2895,93313,800,46
2896,89555,800,46
2897,56890,900,52
2898,68127,700,46
2899,92487,700,46
2900,16804,900,52
2901,3713,900,52
2902,59840,900,57
2903,10105,700,44
2904,56939,800,52
2905,62918,900,57
2906,15405,700,50
2907,32444,900,46
2908,27821,1000,60
2909,38756,700,50
2910,29402,1000,53
2911,86243,800,46
2912,62586,900,50
2913,28203,800,54
2914,2522,900,57
2915,39014,700,46
2916,94563,900,46
2917,86029,900,46
2918,38054,1000,57
2919,39330,800,50
2920,77994,1000,53
2921,15109,800,56
2922,97468,800,52
2923,83021,800,46
2924,14130,900,50
2925,10788,800,46
2926,64548,900,53
2927,99732,700,42
2928,39316,800,56
2929,3065,1000,57
2930,66702,1400,46
2931,87251,1000,53
2932,66707,900,52
2933,29213,700,50
2934,59959,900,46
2935,11856,900,50
2936,81000,900,52
2937,60568,900,52
2938,30987,700,46
2939,77044,700,42
2940,18487,1100,57
2941,52211,900,50
2942,78468,900,52
2943,80967,800,50
2944,64482,800,50
2945,48091,1000,52
2946,77776,700,42
2947,65095,700,42
2948,38556,1600,46
2949,15854,800,50
2950,13169,1000,50
2951,55876,800,50
2952,9557,800,46
2953,50150,700,52
2954,75614,1000,53
2955,4412,1000,53
2956,25300,800,56
2957,55135,1000,56
2958,26534,900,54
2959,20974,1200,61
2960,46212,1000,53
2961,57159,600,46
2962,45780,800,46
2963,45917,1000,52
2964,99429,900,52
2965,36801,700,50
2966,20559,1100,61
2967,69571,1000,57
2968,45251,800,48
2969,21397,600,50
2970,68665,900,52
2971,78671,800,50
2972,55044,800,50
2973,96920,700,50
2974,62295,900,52
2975,84060,900,46
2976,12090,900,50
2977,11443,900,56
2978,71631,1000,57
2979,38224,600,50
2980,45176,700,48
2981,28402,800,50
2982,2989,900,56
2983,39310,900,57
2984,63042,800,50
2985,58156,1000,56
2986,28865,586100,50
2987,24536,2000,50
2988,42813,2100,57
2989,93898,1100,42
2990,15874,1800,57
2991,31268,1400,56
2992,68613,1100,52
2993,17686,1100,46
2994,99798,1100,46
2995,90329,1200,48
2996,88445,1000,49
2997,80194,1200,57
2998,60969,1100,48
2999,89063,800,42
3000,92193,1000,46
3001,76177,900,48
3002,1146,1100,50
3003,76385,800,48
3004,52120,1100,50
3005,26886,1000,56
3006,90134,800,46
3007,57144,1100,52
3008,33541,1000,46
3009,61671,800,42
3010,5404,1100,46
3011,92821,800,38
3012,76637,1100,53
3013,46477,1100,46
3014,56031,1000,53
3015,73938,1000,50
3016,93363,1000,53
3017,78507,1100,46
3018,35658,1100,49
3019,2517,1000,56
3020,13902,1000,54
3021,98265,900,46
3022,83261,900,46
3023,50154,1000,50
3024,83452,1100,42
3025,19996,900,54
3026,43734,1000,46
3027,6717,800,42
3028,30400,6100,54
3029,83795,800,42
3030,54187,1000,46
3031,9233,1000,46
3032,72998,1100,52
3033,22432,1100,54
3034,68180,1100,50
3035,56575,1100,53
3036,51640,800,46
3037,45714,1100,52
3038,94117,1300,53
3039,78126,800,46
3040,24041,900,50
3041,98251,900,52
3042,78009,900,52
3043,21803,900,56
3044,42414,900,46
3045,27955,900,50
3046,35818,800,46
3047,4229,800,50
3048,20204,900,60
3049,36440,900,53
3050,36925,900,56
3051,21544,600,42
3052,89805,900,46
3053,4767,900,56
3054,64603,900,50
3055,8724,1000,49
3056,71085,700,42
3057,56620,900,53
3058,17497,1000,52
3059,49466,900,46
3060,74800,900,52
3061,10889,900,46
3062,43481,800,50
3063,15699,17900,46
3064,30934,1100,53
3065,17943,1000,46
3066,30281,900,54
3067,13468,1000,50
3068,64710,1200,56
3069,61935,1000,53
3070,78570,800,46
3071,28305,900,46
3072,7784,900,42
3073,24019,1000,57
3074,28683,800,46
3075,63621,1200,56
3076,5903,1300,57
3077,63415,800,50
3078,64755,800,56
3079,3227,1000,52
3080,75411,1000,48
3081,26661,1000,60
3082,24062,1000,57
3083,33861,1000,52
3084,11389,1100,57
3085,46865,900,50
3086,88223,900,46
3087,63798,1000,57
3088,77147,800,48
3089,12441,800,53
3090,62563,1000,57
3091,1286,800,46
3092,55667,700,46
3093,37176,800,46
3094,12502,900,53
3095,39394,1000,56
3096,35605,1100,46
3097,48105,1100,53
3098,77343,800,46
3099,25069,1000,57
3100,52809,1000,52
3101,8722,700,42
3102,80294,1000,53
3103,90775,1300,48
3104,86151,1000,52
3105,96436,800,46
3106,10166,900,49
3107,96471,800,53
3108,12997,2800,46
3109,31789,1300,50
3110,25118,800,50
3111,82376,800,42
3112,90347,900,46
3113,78216,1100,57
3114,21873,900,54
3115,97758,900,50
3116,88642,900,46
3117,23714,1000,54
3118,21805,800,54
3119,45252,1000,49
3120,93227,900,48
3121,58394,1100,56
3122,59865,1000,50
3123,98868,900,49
3124,54381,1100,53
3125,84052,1000,53
3126,89095,900,49
3127,73138,800,52
3128,4166,800,50
3129,65577,800,46
3130,21369,1000,54
3131,24709,1100,57
3132,39138,900,52
3133,35215,800,48
3134,61536,800,49
3135,42194,900,53
3136,88201,1000,53
3137,73697,900,46
3138,81471,1000,53
3139,58230,1000,53
3140,4531,700,46
3141,26923,900,54
3142,15598,1100,53
3143,88352,700,46
3144,86423,800,46
3145,56884,800,46
3146,42906,1100,50
3147,93674,900,52
3148,12065,1000,57
3149,11463,900,56
3150,63178,800,50
3151,33042,1000,53
3152,83713,800,49
3153,10912,900,46
3154,41821,800,46
3155,4249,800,57
3156,97184,900,50
3157,10064,600,46
3158,2607,900,50
3159,5879,800,50
3160,84046,700,46
3161,50957,1000,52
3162,62330,900,50
3163,40856,900,53
3164,91991,700,46
3165,16953,800,48
3166,12025,800,56
3167,8695,900,49
3168,21908,1000,61
3169,13869,900,54
3170,56392,1000,57
3171,91798,1000,52
3172,68893,1100,57
3173,54723,1200,57
3174,97671,800,50
3175,21175,1100,61
3176,52764,1000,53
3177,34365,800,53
3178,16638,800,46
3179,30394,1100,61
3180,78045,700,42
3181,77140,800,46
3182,89082,800,48
3183,71156,700,38
3184,96865,800,42
3185,31680,600,30
3186,67508,900,50
3187,36008,900,52
3188,98354,2500,46
3189,13057,900,50
3190,42195,900,50
3191,40324,1000,53
3192,75473,1000,53
3193,63976,1000,52
3194,36264,700,46
3195,12411,700,46
3196,74763,2700,53
3197,17798,800,42
3198,32760,700,46
3199,62330,800,50
3200,82410,800,48
3201,87118,1000,46
3202,6198,800,42
3203,45097,700,46
3204,96743,800,46
3205,66633,1000,52
3206,32110,900,57
3207,24865,900,53
3208,65406,800,46
3209,93111,700,46
3210,59231,800,50
3211,81316,800,46
3212,95194,1000,52
3213,87900,900,48
3214,93056,800,52
3215,40189,700,46
3216,36527,800,46
3217,27727,800,54
3218,86435,800,46
3219,82645,1100,53
3220,92742,700,42
3221,3066,1100,56
3222,86870,800,52
3223,95535,800,52
3224,82803,800,50
3225,15726,900,50
3226,38374,900,50
3227,41441,600,38
3228,96898,700,46
3229,70951,900,46
3230,30750,1100,56
3231,50831,800,46
3232,59120,900,46
3233,22712,900,56
3234,19950,1000,61
3235,51206,700,46
3236,23062,2500,56
3237,2066,900,49
3238,38023,1000,54
3239,83025,900,53
3240,73504,800,52
3241,30646,900,50
3242,34498,700,46
3243,12700,900,50
3244,4668,900,56
3245,53685,900,50
3246,86976,700,46
3247,17795,800,46
3248,56430,1100,56
3249,8159,900,48
3250,81804,1000,53
3251,59445,1000,57
3252,61152,700,46
3253,40624,900,46
3254,49117,800,46
3255,41963,800,50
3256,38359,1000,57
3257,13172,900,57
3258,44728,900,52
3259,21407,900,56
3260,51617,800,46
3261,13363,1200,56
3262,93618,1000,52
3263,31434,900,42
3264,96074,600,46
3265,36413,700,46
3266,17106,700,46
3267,28542,800,50
3268,89549,900,53
3269,28786,2000,50
3270,74741,1000,50
3271,68733,900,50
3272,61671,700,42
3273,17774,800,46
3274,4491,800,50
3275,89140,700,46
3276,65096,800,46
3277,83472,900,46
3278,22527,900,61
3279,85176,900,46
3280,76771,1000,49
3281,73958,700,46
3282,36981,700,46
3283,27387,900,56
3284,59557,900,57
3285,58391,1100,57
3286,26731,1100,61
3287,74283,800,50
3288,87778,900,49
3289,42924,700,50
3290,72482,800,50
3291,33640,800,50
3292,54571,800,52
3293,4636,800,50
3294,9750,700,46
3295,7199,900,53
3296,56795,800,50
3297,43602,700,50
3298,19656,1100,61
3299,42951,900,57
3300,78001,900,52
3301,28733,900,50
3302,80829,1000,53
3303,17591,700,46
3304,12024,1000,56
3305,38036,800,54
3306,22239,800,50
3307,89283,800,46
3308,16897,1100,52
3309,91300,1000,50
3310,7137,700,52
3311,34033,700,50
3312,59858,1100,57
3313,82647,1000,52
3314,46848,1000,50
3315,26620,900,60
3316,95864,900,50
3317,84675,800,52
3318,17285,800,46
3319,47492,1000,50
3320,98808,700,42
3321,60012,700,46
3322,44360,800,46
3323,72144,800,42
3324,65508,900,52
3325,99319,800,46
3326,19246,800,50
3327,85634,900,48
3328,24169,900,56
3329,18188,700,50
3330,40050,1300,50
3331,73493,900,50
3332,45796,700,46
3333,47206,800,50
3334,17698,800,52
3335,2261,900,50
3336,42356,900,53
3337,33883,1000,52
3338,79520,900,50
3339,82394,800,46
3340,96747,1100,53
3341,81283,1000,53
3342,43625,800,50
3343,68611,800,57
3344,57087,1000,50
3345,60486,700,48
3346,5203,1000,53
3347,86443,800,52
3348,24989,2400,46
3349,66631,1100,53
3350,24463,900,50
3351,67147,800,46
3352,64317,900,52
3353,50503,800,44
3354,20589,900,60
3355,34764,900,52
3356,49232,800,46
3357,54647,1000,57
3358,41247,900,53
3359,50502,700,42
3360,1046,900,53
3361,86302,1100,52
3362,14198,1100,56
3363,25658,900,56
3364,34252,700,46
3365,20194,800,60
3366,39529,800,50
3367,84873,1000,53
3368,62274,700,50
3369,13975,1000,54
3370,98676,1000,49
3371,45999,900,49
3372,94955,900,46
3373,84289,900,50
3374,64316,800,50
3375,28320,1100,53
3376,64045,700,46
3377,24136,800,54
3378,49616,800,46
3379,49853,800,46
3380,5945,900,56
3381,75223,900,53
3382,94316,1000,46
3383,28402,5500,50
3384,94165,900,52
3385,62641,900,50
3386,35095,900,52
3387,28207,1000,60
3388,50388,800,46
3389,57073,1000,56
3390,82988,1000,53
3391,94305,800,46
3392,84231,800,50
3393,85916,700,46
3394,84854,900,53
3395,79117,1000,56
3396,60844,1200,53
3397,83301,800,53
3398,64021,900,52
3399,34440,800,46
3400,52613,2700,50
3401,85436,800,48
3402,28509,1000,57
3403,64502,900,57
3404,83108,900,53
3405,57268,1000,52
3406,68733,800,50
3407,5469,700,46
3408,32482,900,56
3409,51727,800,50
3410,51517,700,42
3411,23653,800,54
3412,64655,600,50
3413,80937,1000,57
3414,57856,1100,57
3415,40014,1000,56
3416,5059,700,46
3417,99262,1000,52
3418,53865,800,50
3419,19310,900,60
3420,22003,900,54
3421,67897,800,50
3422,43482,1000,56
3423,47589,700,50
3424,70015,800,46
3425,92058,1000,52
3426,93592,900,53
3427,17471,2300,52
3428,2537,1000,56
3429,91522,800,46
3430,73227,900,50
3431,3910,800,50
3432,15648,800,52
3433,65470,900,53
3434,33281,900,50
3435,50626,700,46
3436,50042,800,50
3437,30446,900,54
3438,41297,700,46
3439,79790,900,56
3440,37568,900,50
3441,8689,800,46
3442,14685,900,52
3443,12311,800,50
3444,49603,900,46
3445,9359,800,49
3446,54512,900,53
3447,66323,1000,52
3448,30092,900,56
3449,74946,700,50
3450,97319,1100,57
3451,3932,900,50
3452,38929,900,50
3453,5922,900,50
3454,80685,600,42
3455,48808,800,46
3456,388,800,50
3457,22412,900,61
3458,92351,600,42
3459,76198,800,52
3460,44741,1000,52
3461,20622,1000,61
3462,13326,800,54
3463,92343,1200,46
3464,97656,900,52
3465,14161,800,50
3466,36738,2900,52
3467,80551,900,42
3468,6193,1000,48
3469,37316,1100,57
3470,7195,900,52
3471,33606,900,50
3472,71212,700,46
3473,26753,900,54
3474,31539,800,46
3475,26440,1000,54
3476,25913,800,56
3477,16574,800,50
3478,47456,1100,57
3479,35957,900,52
3480,57076,1000,57
3481,87282,1000,52
3482,6869,900,52
3483,69261,1200,57
3484,46803,900,50
3485,45441,700,42
3486,56936,700,50
3487,96540,1000,53
3488,89848,1000,52
3489,97830,900,52
3490,45326,700,42
3491,87062,800,50
3492,5030,900,52
3493,28412,1000,57
3494,57187,700,46
3495,83087,800,50
3496,13073,900,56
3497,66762,1000,52
3498,26534,1000,54
3499,19161,1000,60
3500,14510,900,50
3501,10729,800,46
3502,82720,800,50
3503,2043,800,46
3504,23369,800,50
3505,54067,900,52
3506,2565,2800,56
3507,89483,800,46
3508,82390,600,34
3509,62665,800,50
3510,17907,900,53
3511,1224,800,50
3512,8575,800,46
3513,1920,700,46
3514,73591,900,52
3515,8342,700,42
3516,26715,900,54
3517,73258,900,56
3518,96944,800,50
3519,25910,800,50
3520,43840,800,50
3521,28509,700,42
3522,50443,800,46
3523,44481,700,50
3524,57072,800,50
3525,64930,800,53
3526,35053,1100,57
3527,14242,800,54
3528,95726,800,50
3529,52572,1100,57
3530,79087,900,52
3531,58989,900,50
3532,75284,800,46
3533,39762,900,53
3534,31075,800,50
3535,85632,700,46
3536,71165,700,46
3537,23899,1000,56
3538,27990,800,54
3539,71860,900,50
3540,89565,800,50
3541,21381,900,54
3542,49422,1000,53
3543,33408,700,50
3544,97904,900,53
3545,49858,900,52
3546,27442,1000,54
3547,95306,900,50
3548,15536,800,50
3549,89968,800,46
3550,9576,900,53
3551,49130,900,52
3552,8736,800,49
3553,22371,900,61
3554,3993,800,46
3555,48254,800,46
3556,45669,900,53
3557,77106,800,50
3558,91537,2400,53
3559,43364,1000,56
3560,64245,900,50
3561,62362,900,53
3562,12131,1000,54
3563,49271,800,52
3564,50119,800,50
3565,12819,800,46
3566,63593,1000,57
3567,47016,900,50
3568,57898,1100,57
3569,78093,900,46
3570,62601,800,50
3571,56024,700,50
3572,56242,900,56
3573,53318,800,53
3574,94932,900,53
3575,64976,700,50
3576,92236,800,46
3577,42283,800,46
3578,39528,1000,57
3579,59998,900,46
3580,23699,1000,60
3581,4872,800,56
3582,71253,900,52
3583,3884,1000,53
3584,76955,900,53
3585,21006,2000,54
3586,97436,900,56
3587,35518,900,54
3588,65547,900,52
3589,78688,1000,57
3590,28978,1000,50
3591,29992,800,50
3592,67368,800,52
3593,55226,1100,57
3594,41349,1200,46
3595,5994,900,52
3596,74412,1000,50
3597,72447,700,50
3598,44534,800,46
3599,4649,800,52
3600,28917,1000,57
3601,92765,800,48
3602,91876,800,50
3603,78027,800,52
3604,53401,700,46
3605,17151,700,46
3606,31881,1100,49
3607,6062,700,46
3608,20855,900,54
3609,44815,700,42
3610,66686,800,52
3611,78021,800,53
3612,8650,900,50
3613,93382,1000,53
3614,71258,800,52
3615,2320,900,50
3616,60119,1000,56
3617,4977,900,50
3618,75607,700,34
3619,58263,900,50
3620,2309,1000,57
3621,10881,1000,56
3622,78997,900,53
3623,92292,800,46
3624,57900,1000,56
3625,26544,1000,60
3626,81048,900,49
3627,42874,800,50
3628,94501,700,46
3629,3563,700,46
3630,43181,1000,57
3631,77877,700,50
3632,8322,600,38
3633,42400,800,52
3634,56778,800,50
3635,99999,800,42
3636,69303,900,52
3637,93445,700,46
3638,65523,1100,53
3639,53132,800,50
3640,4981,800,57
3641,52962,600,50
3642,27352,800,54
3643,89107,600,30
3644,94808,600,42
3645,44285,800,50
3646,71483,1000,52
3647,65866,700,46
3648,66390,700,50
3649,30464,900,60
3650,96272,800,46
3651,13597,900,54
3652,69847,800,53
3653,6601,700,46
3654,72990,800,50
3655,32458,800,50
3656,97508,800,50
3657,35502,1000,60
3658,47042,800,50
3659,54396,800,53
3660,91449,700,46
3661,51626,700,50
3662,5874,900,56
3663,10785,700,57
3664,97940,800,52
3665,15241,1700,18
3666,32575,900,50
3667,10090,800,50
3668,33839,800,53
3669,62860,800,50
3670,24083,800,54
3671,73824,700,50
3672,52874,900,52
3673,77913,800,50
3674,87034,800,50
3675,49149,900,52
3676,2017,1000,49
3677,7874,1000,57
3678,9854,700,52
3679,64430,700,53
3680,94909,900,53
3681,15152,700,50
3682,63658,900,56
3683,37795,800,50
3684,73446,800,50
3685,78156,700,46
3686,10000,700,46
3687,87183,700,50
3688,41110,700,46
3689,42793,900,56
3690,90982,800,46
3691,32355,700,48
3692,29481,800,50
3693,57874,800,56
3694,24394,1000,57
3695,31074,800,56
3696,33488,700,46
3697,18028,1200,46
3698,87143,800,50
3699,20608,900,54
3700,4901,800,50
3701,96935,800,56
3702,47376,900,50
3703,18556,1000,57
3704,21785,800,54
3705,66246,800,50
3706,54953,1000,57
3707,77847,600,50
3708,34985,1000,56
3709,64744,1000,56
3710,52772,800,52
3711,57775,600,34
3712,36304,800,50
3713,90035,1000,53
3714,97929,800,53
3715,36765,900,56
3716,3925,900,53
3717,70173,900,53
3718,74479,600,38
3719,30536,800,54
3720,50212,800,46
3721,38678,1200,50
3722,84071,800,46
3723,1763,800,46
3724,40123,800,50
3725,73557,800,50
3726,40633,900,53
3727,38634,700,50
3728,32187,900,49
3729,81085,1400,49
3730,48006,700,42
3731,40788,800,46
3732,74942,900,57
3733,70571,1000,53
3734,20107,800,50
3735,55477,1000,53
3736,98023,1000,53
3737,97279,800,46
3738,10407,900,52
3739,23667,1000,60
3740,13909,1100,61
3741,9925,800,52
3742,38420,900,54
3743,55747,700,46
3744,37458,2200,57
3745,84127,1000,50
3746,98769,800,48
3747,94752,800,46
3748,10312,900,53
3749,76209,1000,52
3750,14944,900,52
3751,50951,800,46
3752,36787,900,57
3753,35944,700,50
3754,64939,900,56
3755,94033,700,50
3756,51122,800,46
3757,42183,1000,50
3758,49506,700,50
3759,96462,1000,53
3760,12022,900,46
3761,70992,900,46
3762,77791,800,50
3763,16954,900,52
3764,41437,800,46
3765,54380,900,50
3766,33227,1100,53
3767,1375,800,46
3768,94808,800,46
3769,96087,900,53
3770,56665,800,46
3771,87943,800,48
3772,51624,900,56
3773,10507,900,54
3774,89200,800,46
3775,17148,800,50
3776,41544,900,52
3777,58727,800,53
3778,90182,900,48
3779,6879,800,53
3780,1668,700,46
3781,65883,1000,52
3782,59943,800,50
3783,46049,800,42
3784,3399,1100,46
3785,403,800,52
3786,73365,800,53
3787,33857,900,50
3788,14578,800,50
3789,75229,900,52
3790,3562,900,52
3791,47490,1000,57
3792,69768,800,50
3793,1721,700,52
3794,76664,1000,56
3795,47303,1000,56
3796,93766,800,48
3797,43197,1000,57
3798,18898,900,54
3799,24974,800,52
3800,48112,1000,53
3801,26050,1000,60
3802,35395,900,54
3803,4647,1000,50
3804,70055,900,52
3805,62254,800,50
3806,29500,900,57
3807,14640,900,56
3808,8662,1200,57
3809,39999,800,50
3810,26700,1100,61
3811,18862,1100,61
3812,23660,1000,61
3813,26640,1000,61
3814,23847,1100,54
3815,44394,900,50
3816,13860,800,54
3817,95339,900,57
3818,60745,800,53
3819,50789,800,46
3820,47167,900,57
3821,83275,900,52
3822,66772,2400,53
